-0.5305233,-0.776126325,160.2973822
-0.526836097,-0.777872205,158.8524254
-0.520848095,-0.78058809,156.5833916
-0.519105434,-0.781554639,155.9320271
-0.517968059,-0.782256603,155.4853523
-0.516661584,-0.783132255,155.2753889
-0.515493393,-0.783861279,154.8817113
-0.514203787,-0.784536779,154.4750918
-0.513102055,-0.785324991,154.1491718
-0.511898577,-0.786025286,153.504379
-0.511268139,-0.786246061,153.2049011
-0.509467542,-0.787198067,152.2587849
-0.508238554,-0.787809432,151.6451305
-0.506968141,-0.788479865,150.9634316
-0.505898178,-0.78916049,150.515994
-0.504710793,-0.789993107,149.9990715
-0.503525794,-0.790658474,149.4711618
-0.502292931,-0.791533947,148.9762414
-0.501161039,-0.792314291,148.5248317
-0.500527084,-0.792708218,148.2822002
-0.498764902,-0.794179857,147.6560238
-0.49829036,-0.794573188,147.5192623
-0.497213572,-0.795454264,147.1061976
-0.495052576,-0.797258556,146.430826
-0.494544297,-0.797705591,146.2845847
-0.493584633,-0.798519611,145.875077
-0.492395341,-0.799434304,145.3005675
-0.491226375,-0.800227761,144.7909301
-0.490151048,-0.801117659,144.2588684
-0.489227235,-0.802046657,143.8092899
-0.48815757,-0.803086579,143.4275215
-0.487136871,-0.80402559,143.1148301
-0.484652787,-0.806250811,142.0308044
-0.479968399,-0.810400665,139.397317
-0.478919864,-0.811363876,138.9009503
-0.477374524,-0.81288743,138.0146581
-0.476918876,-0.813374043,137.7092031
-0.475967914,-0.814338863,137.2606115
-0.475105494,-0.815469861,136.9336704
-0.474087149,-0.816526294,136.4789112
-0.473232239,-0.817558348,136.0320369
-0.472383559,-0.818565845,135.605607
-0.471404463,-0.81963259,135.0657079
-0.470439911,-0.820642173,134.5684144
-0.469491363,-0.821717262,133.9886796
-0.468434364,-0.822760701,133.3387511
-0.46753332,-0.823795199,132.7041082
-0.466669619,-0.824833989,132.2676044
-0.46571812,-0.825981617,131.7636901
-0.46491605,-0.827039719,131.2722013
-0.464090317,-0.828075111,130.861484
-0.463305444,-0.829203486,130.4676344
-0.462602556,-0.830278933,130.043658
-0.461894244,-0.83139807,129.7057748
-0.461282343,-0.832460046,129.4616599
-0.460516751,-0.83357513,129.0058888
-0.458940089,-0.835735738,128.0631831
-0.453471988,-0.844125092,124.2574254
-0.452758044,-0.845470726,123.7612058
-0.45222646,-0.846711636,123.5212391
-0.451487035,-0.84805721,123.0217777
-0.450813144,-0.849288046,122.5149906
-0.450088143,-0.850469172,121.9424624
-0.44947812,-0.851708233,121.627221
-0.44874841,-0.852880657,121.0520985
-0.448187649,-0.85405302,120.5776731
-0.447546899,-0.855216205,119.9852306
-0.446975082,-0.85636878,119.5109995
-0.446210325,-0.857635081,118.905427
-0.44566223,-0.858791232,118.5101505
-0.445108205,-0.859981716,117.9533649
-0.444638222,-0.861212373,117.5475623
-0.444154322,-0.862505198,117.2189061
-0.443671912,-0.863759518,116.8461851
-0.443199426,-0.865047216,116.5588523
-0.442676097,-0.866427124,115.9880814
-0.44207862,-0.867705822,115.4656911
-0.441394359,-0.869091332,114.8466499
-0.440875232,-0.870490015,114.2560323
-0.440447927,-0.871738493,113.6670092
-0.439890146,-0.873072684,113.0980296
-0.439481199,-0.874369681,112.6801843
-0.439006388,-0.875573039,112.1974241
-0.438589424,-0.876923323,111.8065197
-0.438266337,-0.878260314,111.3232633
-0.437869638,-0.879462898,110.8617614
-0.437440097,-0.880858719,110.3600724
-0.436992586,-0.882205546,109.922471
-0.436691582,-0.883479357,109.46019
-0.435959935,-0.886232316,108.4526686
-0.434569716,-0.891293585,106.3542301
-0.434273452,-0.892569721,105.8787787
-0.434105158,-0.893185496,105.6671101
-0.433943391,-0.894578576,105.2110863
-0.433601022,-0.89604485,104.8481691
-0.433339447,-0.897384524,104.2545251
-0.433082104,-0.898877442,103.813614
-0.432840675,-0.900343239,103.2380109
-0.432583272,-0.901839912,102.7858007
-0.432228625,-0.903301179,102.2368687
-0.432051331,-0.904718578,101.7581544
-0.431785494,-0.9061836,101.1179404
-0.430945396,-0.912307203,98.93976274
-0.430927247,-0.91287452,98.82781294
-0.43087998,-0.914304435,98.37556018
-0.430707157,-0.915632427,97.90979156
-0.430675387,-0.916394532,97.8018497
-0.430684388,-0.91780746,97.36366915
-0.430651486,-0.919819713,96.78031577
-0.430602908,-0.9205634,96.61084839
-0.430657864,-0.921915472,96.21859934
-0.430644542,-0.923173785,95.83483872
-0.430632085,-0.924458385,95.40628427
-0.430660427,-0.925846815,95.00230813
-0.43054235,-0.927128911,94.55299327
-0.43052721,-0.928559482,94.0263938
-0.430567831,-0.929908574,93.56058728
-0.430561721,-0.931217015,93.01857927
-0.430586904,-0.932678401,92.46468275
-0.430700749,-0.934141874,92.02200171
-0.430747479,-0.93550247,91.58970956
-0.430834413,-0.9370386,91.18709345
-0.430857718,-0.939250827,90.41413953
-0.430986613,-0.940063238,90.04991092
-0.431008637,-0.941533327,89.40086311
-0.431046784,-0.942997217,88.78101067
-0.43115887,-0.944302619,88.34531415
-0.431260437,-0.945640445,87.801426
-0.431494176,-0.947020054,87.22900208
-0.431590855,-0.948206246,86.81990822
-0.431831121,-0.950335741,86.05457682
-0.431865662,-0.950983763,85.78631374
-0.43208918,-0.952383816,85.35087024
-0.432278961,-0.953748584,84.90596888
-0.432525128,-0.955103695,84.47449498
-0.432934791,-0.956501245,84.13697284
-0.433192074,-0.957723677,83.80906617
-0.433479607,-0.959026933,83.37592411
-0.433779955,-0.960242748,82.94445396
-0.434035599,-0.961704135,82.46338253
-0.434202999,-0.962896883,81.97568168
-0.434452862,-0.964274585,81.27004774
-0.434689164,-0.965530634,80.91831677
-0.434987366,-0.967049003,80.24698474
-0.435277313,-0.968427002,79.72669556
-0.435666651,-0.969729543,79.22060241
-0.436023444,-0.971065938,78.73603013
-0.436499059,-0.972446203,78.37043464
-0.437419236,-0.975116014,77.49743463
-0.43751815,-0.975781977,77.27049299
-0.437964678,-0.977231026,76.78087271
-0.438321203,-0.97854197,76.22755589
-0.438700914,-0.9799999,75.56348386
-0.439115882,-0.981399059,74.87449966
-0.439534247,-0.982863843,74.32028471
-0.439997584,-0.984226108,73.69721144
